mass,speed,volume
-2.465764586230329236e+00,-1.707485178544957183e+00,-7.521956464078847215e-01
-7.865894286263166446e-01,2.371357789806060268e+00,1.225229190184386141e+00
5.381517560990511928e-02,-1.221816192659310518e+00,3.411143476307348932e-01
-1.529649486655071389e-01,4.394277848364769312e-03,-2.281721952167491407e-01
-2.794388046002995729e-01,5.459214356570153415e-01,1.007937759077519591e+00
1.559956066711886136e-01,-9.406608354889611778e-01,1.898046757172388854e-01
-2.853107166445081333e+00,5.127150322642990421e-01,-9.196469767133403916e-01
-3.752455795068999622e-01,1.533479390186792246e+00,-1.777524139432683503e-01
-1.295755358167358873e+00,8.962235253264607682e-01,1.358182562717456410e+00
-7.611640572534985605e-01,6.843886697564330879e-01,-3.863287953232137362e-01
1.179108157478991892e-01,-1.057255215625462208e+00,-1.376071529938006632e-01
1.046639581435397481e+00,-9.827620489333328546e-01,-9.551538826229293289e-01
-1.058097049278906576e+00,-1.749395222976486419e+00,1.934163672533704137e+00
-2.107305873796489148e+00,4.095118063270375419e-02,1.031416910730206915e+00
-1.619750060825232429e+00,-1.401959931424916039e+00,-3.083818383880153613e-01
-1.589602262399515409e-01,-2.404830370405416362e-01,-1.883590010988990260e-01
-3.257071863235027287e+00,8.650393762797062291e-02,3.325966383361234069e-01
-9.184170852501529758e-01,1.278798846224769914e+00,-1.150171638837227173e+00
2.707997041311711595e-01,-2.087888019628583169e-01,5.135464583041159381e-01
-2.630834370787596299e+00,6.975445169265789280e-01,-3.726668551986536126e-01
-2.397695794673822434e+00,1.382259995551654574e+00,1.057690229047585806e+00
-1.195024929876997266e+00,8.471398722842881091e-01,1.178297780508688941e+00
-2.827661018561142825e+00,1.508494811378725542e+00,-8.131043895042506797e-01
-1.526651960713238054e+00,-8.433227547742676578e-01,1.936317502502838517e+00
1.347225501879334431e-01,1.880167501705344302e+00,-6.874073075023023893e-01
-1.087863592954596115e+00,9.475614140072186053e-01,-3.515609791654860095e-01
9.758553155627887055e-01,2.671068113540033262e-01,-1.141506423293412675e+00
-8.492610657952869291e-01,-1.249886419293654516e+00,1.125977463914215715e+00
-1.174588569801775506e+00,7.986007374671217907e-01,1.673997336321402685e+00
2.621071997406209775e+00,1.659169362680904092e+00,3.735826685291931959e-02
-3.237436048246454257e-01,2.006434139064470212e-01,1.432739470890048161e-01
-7.649250349274299143e-01,1.479318241746337970e+00,1.849607372848799391e+00
2.273638002890607801e-01,1.155317249733777363e+00,-7.801881815369926532e-01
-2.342116512446831500e+00,-1.955004080987640780e+00,-6.259088324710557760e-01
-2.267839119793372049e+00,3.557390065593806772e-01,-3.574130476105008558e-01
1.521105376860966141e-01,2.399597131050978049e+00,-5.728851437538777791e-01
-6.808547355672438517e-01,4.517868128571390640e-01,-1.381333363241222800e-01
-4.512117766535803098e-01,1.699365732603833168e+00,1.304805671244020804e+00
-8.895933499121578825e-01,1.933060544180101203e+00,-3.319642107344085158e-01
-8.143506330676164584e-01,1.320645514314298330e+00,9.754669322842994816e-01
-1.307139868698008245e+00,-2.814258257876417479e-01,-1.069000535465939761e+00
-2.323832835177613632e+00,9.834916596410323564e-01,4.549486299365408382e-01
-2.000130985969374109e+00,-1.144622505719350203e+00,3.179307028950997260e+00
-1.918889095704650716e+00,-1.397279879479732756e+00,-2.703566817128588706e-02
-3.170548808907553529e+00,1.571887758959266357e+00,-7.344751720673241557e-01
-2.158222195045081948e-01,-2.293472398342029095e-01,1.492114971258771794e+00
1.690232643755545938e-01,1.498373129108760304e+00,-5.123905653806726246e-02
-1.180698854587074020e+00,9.614850087828020753e-01,1.758368033051737722e+00
-4.376542405586637763e+00,-2.554248252507078654e-01,3.959536059079353243e-01
-1.071409507605288081e+00,1.335040101731679307e+00,1.152596728374376767e+00
7.564380624678168630e-02,-7.787227667030236500e-01,-4.526811558074628206e-01
4.682304330674400550e-01,-8.324330500075967088e-01,1.421829840665971068e+00
-1.053015869674009064e+00,2.734554250995098190e+00,7.299380281169022266e-01
-1.316732930102208821e+00,-2.458405536937750657e+00,9.416320854767303850e-01
-1.021014705841037928e-01,1.252371726889217607e+00,-1.881652043868086155e-01
1.392368105656797583e+00,3.148912604096977041e+00,3.104835311508026496e+00
-1.108091198017393753e+00,-3.124866287376792062e+00,1.661257546011207564e+00
-3.013773216271987465e+00,-5.830696827408439198e-01,2.542514587247117763e+00
3.198744918240763457e-01,-2.665292345739560975e+00,-2.280735531131125260e+00
1.266753940878384554e-03,1.227158617141669517e+00,-1.002124918348736293e-01
7.556038709823360566e-01,9.879640875204012129e-01,-8.664965252850981292e-02
5.464971808013316945e-01,2.515852030434820641e+00,-5.310029428661512396e-01
-2.566122810747848426e+00,-1.389719719796278063e+00,-1.577467780118417373e+00
-4.690532280445838254e-01,-1.421768541918508877e+00,1.519360615893441846e+00
4.007329304817341953e-01,-9.581876894389451671e-01,-7.932310683135797014e-01
9.869359637490906501e-01,2.430918154949955223e+00,-1.782830105876254123e-02
-1.784761825027167070e+00,-6.066011648533361500e-01,1.153570766294710614e-01
-1.845049367846558708e+00,-2.109484931599288071e-01,5.166556857180372164e-01
-1.231332579160309582e+00,-4.039417180165629784e-01,-1.163426414859336289e+00
-2.697159236601587295e-02,-5.015053607534353253e-01,-1.173484515505271997e+00
-1.235648466555408165e+00,1.089060167257035916e+00,1.874604477224621535e+00
-2.997645488109492717e+00,4.490203655484099055e-01,8.870447979198289312e-01
-5.672817807995031991e-01,3.497837073671593577e-01,6.876723612980059075e-01
-9.090112392519409390e-01,9.652808526380832754e-01,-1.110065669670502464e+00
-2.202580009549784279e+00,-6.144214755110363191e-01,1.662195366819981535e-01
-1.763289571127909738e+00,7.117270305354503890e-01,-1.183178653024062665e+00
-1.673268535845867655e-01,2.771169895783220039e+00,9.145782580654053806e-01
-1.855484489455346164e+00,3.137865805192112112e-01,1.506600806090833133e+00
-3.286762688536075117e-01,-2.171528844302177852e+00,-1.543905132658438317e+00
-7.600728182592012550e-01,8.462048102880648237e-01,1.535455526757082134e-01
-1.535978366900024872e-01,1.666518783625121403e+00,4.918993552292957316e-01
2.231690018109919738e-01,-1.726935185131617256e-03,1.799584785532475362e+00
-1.926174177605476157e+00,2.014236914787238764e+00,-6.246222566491962391e-01
-1.814610894842442645e+00,2.802488787148174620e-01,-2.282253989763578517e-01
-4.719254430160704228e-01,-1.159549841511400947e+00,2.117497537407442287e+00
-1.327024639952822938e-03,5.556098275081415849e-01,4.877867083333539688e-01
-1.987795930662664023e+00,-8.715433929203292296e-02,1.229748755588925935e+00
-6.101638614999346233e-01,1.225241213248242644e+00,-4.866439854863470194e-01
9.197012044005719034e-01,1.352041188362490765e+00,1.199355898220935801e+00
-1.834237996283304639e+00,6.451759596148562981e-01,-5.361091161477733458e-01
-2.918066853411557027e+00,2.167808102005028381e+00,-1.783740869410722629e-01
-1.013424234419852743e+00,2.748828021293975299e-02,-3.853925457788911491e-01
-2.889018052833607797e+00,-3.473345232118413284e-01,1.456110463297384250e+00
-2.250975372051813750e+00,2.688562644074282693e-02,7.698105287517837958e-01
-2.610924857652307196e+00,4.881131541914142113e-01,-1.817099947066630472e-01
-2.209343369208303987e+00,2.447405244766543420e-01,1.863773526313491358e+00
-4.818490906458785528e-01,-2.152815515966836069e-01,-7.201421512749133225e-01
2.128247500869451247e-02,-7.835874987176116857e-01,8.366795989418633894e-01
-2.440014004740838960e+00,1.325297525836594659e+00,8.993772164437158212e-01
-2.284868909408260151e+00,4.489613530024727517e-01,-6.049884643907735837e-01
1.530939989494455977e+00,3.457238409850579286e-01,2.253811946862902094e+00
-9.136219419134905539e-02,-2.466034062683461592e+00,-6.472534571459712671e-01
1.733952311029133275e+00,1.021954910256648752e+00,9.104673364870102814e-01
6.673083727137587573e-01,7.633429225403989271e-01,2.557922491514735608e+00
1.808266499117451298e-01,1.272563598653690065e+00,-1.594334276674114204e-02
-1.219763067324191042e-01,4.240596282351349888e-01,1.937172659882944181e+00
-4.287333509380167329e-01,3.471685868498707084e+00,1.299567061369834686e+00
-2.385602911217925559e-01,7.763158763965170017e-01,1.435750770339603744e+00
-2.269960463379143256e+00,-4.194015127507223495e-01,1.373678975696624338e+00
-1.493108706115973128e+00,-8.773979401737179717e-01,-1.202612157420284156e+00
-4.509506415029350124e-01,-1.082661665651859284e+00,9.822359228721533331e-01
-9.428801621008247036e-01,-5.157747690940019947e-01,8.865346320135685243e-01
-2.517282517746586290e-01,-2.849092640444335078e-01,-6.191178147402613963e-01
-9.749683200534406957e-01,6.590146440133888284e-01,1.208611246051001675e+00
-2.531503902300801023e+00,-2.976741766121151489e-01,3.701023297641868326e-01
-4.802178414575064558e-02,1.282360241855821981e+00,8.622245062041192232e-02
-7.873861979523916199e-01,-7.143749301273603081e-01,2.326142203331305613e-01
-1.500600821800206042e+00,-2.160523537770052682e-01,-5.686568075713386294e-01
-2.257914717089924750e+00,1.663709311061867258e+00,1.474881934098669189e+00
-1.623679308532947729e+00,1.311084450710819915e-02,-3.234945958717625469e-01
-2.330656363441803158e+00,1.119364209125096155e+00,4.929287444605670032e-01
-1.262572027782973283e+00,1.206973901627860890e+00,8.828123896508857094e-01
-2.502734650860709120e+00,8.590154869437294227e-01,8.510235985365613987e-01
-3.810073681648851185e-02,5.670066738465222578e-01,1.140055864340680181e+00
-1.244421354812885072e+00,1.546384038240194991e+00,2.535601872295733639e+00
-6.171758303779136812e-01,2.965721244784064736e-01,-1.136616946429645170e+00
-1.617389657179801432e+00,6.856363751529325201e-01,1.338037813754616945e+00
-6.216201193805093173e-02,-2.147801393703039352e-01,-6.371784320854945172e-02
-2.364529059518403642e+00,-7.335779438942422459e-01,-3.239914512617398934e-01
5.505785136943746050e-01,2.893203213042317756e+00,6.070366394581092617e-01
-2.513657439200407850e+00,-3.608330000583711561e-01,-7.694139464241114279e-01
-1.897826025709579367e+00,8.592446233087202012e-01,6.813141932122739330e-01
6.929039341203480085e-02,3.034247510992169050e-01,1.115496641654026178e+00
7.930896320381763953e-02,-9.382793001021496604e-01,-1.418171383455791856e-01
9.044275751432830912e-01,-4.480492661069529481e-02,1.849692415027990533e+00
4.234838091526702542e-01,2.033366482953748111e+00,1.475614174759957375e+00
-2.747630547604023477e+00,-9.225778113811093917e-01,1.006635792687501585e+00
-1.457158540112873935e-01,-2.033676629443932349e+00,1.495046584805839851e+00
-7.070407781143555059e-01,-3.339570176894709475e-01,1.662705323099288535e+00
-2.549767399782854937e+00,4.762328725652320571e-02,1.771777543781671571e-01
8.687579567907537381e-01,-2.625746719685336794e-01,6.533752296693646766e-01
-1.484835227932413737e+00,-2.230631863042324081e+00,-1.925055497691975148e+00
-1.501997828248970546e+00,1.690643761879177420e+00,-1.071156496205715625e+00
1.116923221521374243e-01,-1.566383602811627362e-01,-6.708703347578096610e-01
-1.788340228137822008e+00,3.076994681163490508e+00,1.242824287703486075e+00
-1.318981863815553712e+00,4.889720876439677122e-01,6.739448421886947704e-01
-2.253262897058350589e+00,8.477642400934155553e-01,1.579561550415015558e+00
1.852005252515287470e-01,-4.948295317004413052e-01,1.445827796524117526e+00
-1.412588705008704926e+00,1.916983702503858078e+00,9.246179918026947719e-01
-2.159427650773064755e+00,-2.339364920401475478e-01,9.582287516051727350e-01
-1.661353468339249906e+00,1.219745769612167408e+00,-3.423584681013428499e-01
-3.586060507740851833e+00,-1.873774373943612459e-01,1.245205928030716835e+00
-1.044884675190161705e+00,3.244943126836452030e-01,-6.821866095361461824e-01
-2.534858018001473923e+00,9.595662077333544371e-01,-3.761002783795789339e-01
3.047930928101454384e-01,9.574407764472407933e-01,1.913901199309478107e+00
2.456276979337692623e-01,-6.669260447809403081e-01,6.362651822772563692e-02
-7.969194505337956480e-01,2.827673780142955895e+00,-1.083493204975292334e+00
-1.631489590355789554e+00,-8.324624924491690336e-01,1.250183883550037622e+00
-1.207405946899015259e+00,-9.588547474339221832e-01,-1.979326879516174476e-02
-1.666048627604982624e+00,2.835917150184325219e+00,2.610036330214002831e-01
-1.175445515620654469e-03,2.129318182815976179e+00,-1.153321357379246015e+00
-4.518705915097944725e-01,1.616900919221766708e+00,6.191002135011061114e-01
-1.657730997876852630e+00,3.794754083465242678e-01,5.349293232962495370e-01
7.464927682710935652e-01,-8.167773380586740295e-01,1.130259728539750652e+00
-2.202411724468680720e+00,2.442403953675054140e-02,-9.718367359959978469e-01
-2.083390719510546107e-01,-1.753039184776300274e+00,-1.785697791784200739e+00
1.687458519578238780e+00,1.586256365425611436e+00,9.072079942723612067e-01
-1.232543686659880233e+00,-8.578812677319309632e-01,2.447759173281252476e+00
-9.172536807445399454e-01,1.862762517737235335e+00,9.574292043620137305e-01
-2.084593157285028919e+00,-7.429114919610000367e-01,-9.018525689629606212e-01
-1.930836256712582522e+00,-3.204475421796316725e-01,-9.345227140779275299e-01
1.366140480135300761e+00,4.588858022440158169e-01,-3.293818566885330368e-01
-1.957954397795466983e+00,-6.258180667848312062e-01,9.114372553253263787e-01
-1.258147387615625057e+00,2.954807478117510211e+00,1.447215162302472047e-01
-2.180758636947046636e+00,2.953114633998684901e+00,5.597257872620734487e-01
-7.396419657002510917e-01,9.129628703926243594e-01,-8.614993305944342872e-01
-1.423758512540997945e+00,1.316198841081877902e+00,7.330865158703050444e-01
1.452899820973622136e+00,-7.584884142761436632e-01,1.264001062596145974e+00
6.941535306192698762e-01,6.339002305531262760e-01,-7.360866419165887908e-01
2.118516499994554714e+00,1.372630172380790992e+00,5.804648410828801008e-01
-1.315358097540190174e-01,1.294077290529066504e-02,-6.083700232507815997e-02
-1.822747748834760984e-01,5.628502172963718575e-01,-6.606527850289446446e-01
-1.835884702757434095e+00,8.132183536128266832e-01,2.513676190602302185e+00
-7.215298713031865763e-01,6.910115221594790302e-01,-3.177421490724740005e-01
-1.567038739995643359e+00,6.006032216881858066e-01,1.802634516368631645e-01
1.396960648844968178e+00,3.537489788454496464e-01,1.298872705171222997e+00
-1.720852040619054391e+00,-1.598122982275246851e-01,-1.077983144040027264e-01
1.621035494619666784e+00,5.250535492732044673e-01,-5.387780251348005534e-01
-1.903191206486052112e+00,-1.373588332924115640e+00,6.083247795122745938e-01
-9.324832590995917325e-01,-9.095257580533013808e-01,-8.572687846757007790e-01
8.615873675264631437e-01,1.351974797410758322e+00,5.301524408279125744e-01
-8.359351708151554483e-01,2.834367927320664116e+00,1.604131489064435923e-01
-8.144171865541982580e-01,1.274973414218526946e+00,2.137792388026776291e-01
-2.306101902320210506e+00,-1.371937634735213685e+00,1.096367886631894883e+00
-2.275523160077278284e+00,1.003153874674034274e+00,3.846731055933171328e-01
-1.271099366618789528e+00,-5.217770154643203151e-02,-1.410240445188682412e-01
1.827730844491379125e+00,5.001954637650090074e-01,2.794459436240525729e+00
-1.964762272321213477e+00,-1.204025782867440331e+00,1.401221617193023627e+00
1.058438677139773132e+00,6.358383567181957741e-01,1.043003219264589498e+00
-1.190962495813651323e+00,2.614740676497839811e+00,1.298712453129986066e+00
-1.905713282962570920e+00,1.090708755050948664e+00,-8.412479487247487286e-02
-5.619708637478605384e-01,-1.123130944763208294e+00,-7.527427952135177236e-01
-1.569944146807110030e+00,2.985644891217073549e-01,-6.006014243881421244e-01
-5.807014896633534429e-01,-3.831031145865568810e-01,1.414515551634539792e+00
-1.582153989224106549e+00,4.040499587897684597e-01,1.008725015708234807e+00
1.034152229995114469e+00,1.656838408798699591e+00,7.221300526337053327e-01
1.037006047598318936e-01,8.882963935537705469e-01,3.728222997639004666e-01
-3.064220297310996877e+00,-3.824903403556956238e-03,5.817406743349609055e-01
-1.023026402527567269e+00,7.233672938448107992e-01,2.304358612643603033e-01
1.394354823583043634e+00,1.115911087672373458e+00,8.058670045926272230e-02
1.108420573589769198e+00,9.503676423841281862e-01,-1.029396703555993886e+00
-1.637061977344081098e+00,-8.941655646423685155e-01,9.683889179460688501e-01
1.975171087065862308e+00,6.528763310030565314e-01,1.860796342505009582e+00
-3.956209369631986661e-01,-2.945946487106176903e-02,1.956631562674994829e+00
-9.840726134776683898e-01,3.591928755553979724e-01,1.785448511406270700e-01
1.756436131156071667e-01,2.148133811942447124e+00,1.074999217295550036e+00
-2.191205299189077138e+00,-7.817909166868577397e-01,1.728026066671415895e-01
5.191836888977938713e-01,1.440902898021209966e+00,-4.680683184857971080e-01
-1.581632198953392354e+00,-3.597006579144981231e-01,-4.239293775380720275e-01
1.347654694092803584e-02,1.862981727255342002e-01,1.824726423232571615e-01
-6.852548361476962224e-01,-5.528830155625422682e-01,5.428608856641186087e-01
1.942286099678506295e-01,3.635552160861029170e-01,2.380500120624100990e+00
-1.877518110114131389e+00,-1.029237267474674145e+00,8.000908438413135704e-01
1.741690874957589896e-01,6.540543250884711668e-01,3.475100653472890100e-01
-7.110110265559077547e-02,2.475535558076888687e-01,-2.310595123660357242e-01
9.720994670940878990e-01,-5.220642494513721976e-02,8.546577514687380139e-01
-2.007345271365419848e+00,-1.075922581971421543e+00,4.507257107660745943e-01
-1.416245099897999848e+00,2.204315248638810676e+00,-4.185280725867183138e-01
-6.480679986455162300e-02,-1.917494326101659152e-01,-8.603508328654523307e-01
-1.865026427665117836e+00,-3.657571983466026966e-01,-1.088716438256015051e+00
-1.053570182236901909e+00,7.075421897570233210e-02,-1.570424903653056536e-01
-6.533169292335174738e-01,4.526024353776708087e-01,4.548678463329666188e-01
-9.804070880079477357e-01,1.066120859114921604e+00,9.278638977801397791e-01
-1.428915241955547533e+00,6.669466152887226773e-01,1.413008409436017354e-01
-9.955733528555144041e-02,3.756246142481123873e-01,6.380133027087164788e-01
1.735475507294169661e-01,7.726522077903051899e-01,2.920591320325239271e-01
-1.671202362680501707e-02,7.778756835090943067e-01,8.578156221371935342e-01
-7.949284464706229958e-01,-7.720835538281538568e-01,-1.819453797147753127e-01
-1.695925220360665175e+00,1.007513745690646667e+00,7.519428841175161971e-01
-1.944888195133900766e+00,1.785932507518456225e-01,4.992261779607358174e-01
-8.731540555050621988e-01,1.521452042231690616e+00,3.914994787778210972e-01
2.125223872675018555e+00,4.838625602962285943e-01,-1.544673488551285612e+00
-7.941431149619558871e-01,5.536986508311950717e-01,-9.067392332528074750e-01
-1.013191894505827584e+00,-5.921504426444598179e-01,9.102651532488502673e-01
-1.437852960980673389e-01,-4.767304048464923172e-01,-7.464829836268047636e-01
-1.064688592889093677e+00,2.991898018482713528e+00,1.500621686472737748e+00
-4.379784650400951884e-01,1.811583413513229157e-03,-8.422874274850664644e-01
-1.016289391392316555e+00,-5.458961040805685450e-01,-4.584095467310063121e-01
-2.390622004115161570e-02,2.052972037575174546e+00,5.095830873889273249e-01
-2.368375304543434368e+00,-1.894252287385788103e-01,3.635127188028370315e-01
1.829097605169291985e-01,-6.679977003294662596e-01,1.135456584307900307e+00
-1.620689054249049299e+00,2.668439377157838521e-01,-7.906902870426019136e-02
-8.776361443278061225e-01,-3.835795971923918746e-01,3.520824739151309224e-01
-2.440114824387272563e+00,1.204831408463569731e-01,2.976582958158664916e+00
-8.105735097789152910e-01,-1.041001804049086044e+00,-1.648378200442039754e+00
-2.136411202836435486e+00,1.321649174203954225e+00,1.195175045757314480e+00
-2.879365979070851012e+00,-7.236192599810307158e-01,1.516242380865131523e-01
-4.950111661968985555e-01,7.127689647818815644e-01,7.064994376162918588e-01
-1.583646626364523247e+00,3.807398955289320042e-01,1.691754839887089856e+00
-9.581637243827519912e-01,-2.497113557147958574e+00,-5.622318088423511329e-01
-1.741514426479314093e+00,-4.900168712723401709e-01,1.025722101649416018e+00
-1.416624275336769712e-01,-1.792931310721327387e-01,4.540820366507681283e-01
-2.057216429357471732e+00,2.783690523188101507e-01,1.061930441725375207e+00
-1.285390570489926665e+00,1.473253748010504793e+00,1.291919888350243184e+00
-1.247936720718083370e+00,3.488085632613834308e-01,6.113902047388632965e-01
-7.671640953800740181e-02,2.792009141941794503e+00,1.301904493189357526e+00
-1.379968195458315616e+00,-7.008154415599749942e-01,-6.543257989990219903e-02
3.569914033427890043e-02,6.695429431282994281e-01,1.149032199870647641e-02
-4.998606537466048771e-01,9.966831870429198048e-01,2.192547806014782108e-01
-1.218087040250214415e+00,1.314019934433811265e+00,1.198801616485737798e+00
-1.218036526157376898e+00,-9.932361888538010497e-01,8.427865321201848392e-01
-4.111722062203113648e-01,-8.628303839033690803e-01,-1.534466758762032645e+00
-9.375785367101309165e-01,-1.380122846069836040e+00,4.623407894477186697e-01
2.885900316918841302e-01,8.984914222414116525e-01,5.697739021128693793e-01
3.871276340019167428e-01,-2.661519447360780610e-01,5.047818622301741831e-01
-1.834639358422611277e+00,-2.351258658914817667e-02,-1.253146694165907515e+00
-7.011694619529169614e-01,6.171510238871058540e-02,2.586862853143168106e-01
